ID_1 ID_2 missing oldID newID Country EthnicGp Sex Family Relationship Father Mother
HG00320 HG00320 0.000294811 HG00320 HG00320 Finland FIN 2 0 0 0 0
HG00321 HG00321 0.00117925 HG00321 HG00321 Finland FIN 1 0 0 0 0
HG00323 HG00323 0.00206368 HG00323 HG00323 Finland FIN 2 0 0 0 0
HG00324 HG00324 0.00117925 HG00324 HG00324 Finland FIN 2 0 0 0 0
HG00325 HG00325 0.00206368 HG00325 HG00325 Finland FIN 1 0 0 0 0
HG00326 HG00326 0.0053066 HG00326 HG00326 Finland FIN 2 0 0 0 0
HG00327 HG00327 0.00176887 HG00327 HG00327 Finland FIN 2 0 0 0 0
HG00328 HG00328 0.00176887 HG00328 HG00328 Finland FIN 2 0 0 0 0
HG00329 HG00329 0.00560142 HG00329 HG00329 Finland FIN 1 0 0 0 0
HG00330 HG00330 0.00294811 HG00330 HG00330 Finland FIN 2 0 0 0 0
HG00331 HG00331 0.0026533 HG00331 HG00331 Finland FIN 2 0 0 0 0
HG00332 HG00332 0.000884434 HG00332 HG00332 Finland FIN 2 0 0 0 0
HG00334 HG00334 0.00117925 HG00334 HG00334 Finland FIN 2 0 0 0 0
HG00335 HG00335 0.00619104 HG00335 HG00335 Finland FIN 1 0 0 0 0
HG00336 HG00336 0.00206368 HG00336 HG00336 Finland FIN 1 0 0 0 0
HG00337 HG00337 0.00117925 HG00337 HG00337 Finland FIN 2 0 0 0 0
HG00338 HG00338 0.00147406 HG00338 HG00338 Finland FIN 1 0 0 0 0
HG00339 HG00339 0.0053066 HG00339 HG00339 Finland FIN 2 0 0 0 0
HG00341 HG00341 0.00176887 HG00341 HG00341 Finland FIN 1 0 0 0 0
HG00342 HG00342 0.000884434 HG00342 HG00342 Finland FIN 1 0 0 0 0
HG00343 HG00343 0.00147406 HG00343 HG00343 Finland FIN 2 0 0 0 0
HG00344 HG00344 0.00294811 HG00344 HG00344 Finland FIN 2 0 0 0 0
HG00345 HG00345 0.00235849 HG00345 HG00345 Finland FIN 1 0 0 0 0
HG00346 HG00346 0.00147406 HG00346 HG00346 Finland FIN 2 0 0 0 0
HG00349 HG00349 0.000884434 HG00349 HG00349 Finland FIN 2 0 0 0 0
HG00350 HG00350 0.00206368 HG00350 HG00350 Finland FIN 2 0 0 0 0
HG00351 HG00351 0.0026533 HG00351 HG00351 Finland FIN 1 0 0 0 0
HG00353 HG00353 0.0026533 HG00353 HG00353 Finland FIN 2 0 0 0 0
HG00355 HG00355 0.00353774 HG00355 HG00355 Finland FIN 2 0 0 0 0
HG00356 HG00356 0.00147406 HG00356 HG00356 Finland FIN 2 0 0 0 0
HG00357 HG00357 0.00147406 HG00357 HG00357 Finland FIN 2 0 0 0 0
HG00358 HG00358 0.00176887 HG00358 HG00358 Finland FIN 1 0 0 0 0
HG00359 HG00359 0.00176887 HG00359 HG00359 Finland FIN 2 0 0 0 0
HG00360 HG00360 0.0026533 HG00360 HG00360 Finland FIN 1 0 0 0 0
HG00361 HG00361 0.000589623 HG00361 HG00361 Finland FIN 2 0 0 0 0
HG00362 HG00362 0.00147406 HG00362 HG00362 Finland FIN 2 0 0 0 0
HG00364 HG00364 0.000294811 HG00364 HG00364 Finland FIN 2 0 0 0 0
HG00365 HG00365 0.00294811 HG00365 HG00365 Finland FIN 0 0 0 0 0
HG00366 HG00366 0.0026533 HG00366 HG00366 Finland FIN 1 0 0 0 0
HG00367 HG00367 0.00206368 HG00367 HG00367 Finland FIN 2 0 0 0 0
HG00368 HG00368 0.00206368 HG00368 HG00368 Finland FIN 0 0 0 0 0
HG00369 HG00369 0.00117925 HG00369 HG00369 Finland FIN 1 0 0 0 0
HG00371 HG00371 0.00206368 HG00371 HG00371 Finland FIN 1 0 0 0 0
HG00372 HG00372 0.00353774 HG00372 HG00372 Finland FIN 1 0 0 0 0
HG00373 HG00373 0.00235849 HG00373 HG00373 Finland FIN 2 0 0 0 0
HG00375 HG00375 0.00324292 HG00375 HG00375 Finland FIN 1 0 0 0 0
HG00376 HG00376 0.00294811 HG00376 HG00376 Finland FIN 2 0 0 0 0
HG00377 HG00377 0.000589623 HG00377 HG00377 Finland FIN 2 0 0 0 0
HG00378 HG00378 0.000589623 HG00378 HG00378 Finland FIN 2 0 0 0 0
HG00379 HG00379 0.000589623 HG00379 HG00379 Finland FIN 0 0 0 0 0
HG00380 HG00380 0.00117925 HG00380 HG00380 Finland FIN 0 0 0 0 0
HG00381 HG00381 0.00353774 HG00381 HG00381 Finland FIN 2 0 0 0 0
HG00382 HG00382 0.00117925 HG00382 HG00382 Finland FIN 1 0 0 0 0
HG00383 HG00383 0.00176887 HG00383 HG00383 Finland FIN 2 0 0 0 0
HG00384 HG00384 0.00147406 HG00384 HG00384 Finland FIN 2 0 0 0 0
HG00403 HG00403 0.00147406 HG00403 HG00403 China CHS 1 SH001 father 0 0
HG00404 HG00404 0.000884434 HG00404 HG00404 China CHS 2 SH001 mother 0 0
HG00405 HG00405 0.00383255 HG00405 HG00405 China CHS 0 SH001 child HG00403 HG00404
HG00406 HG00406 0.0026533 HG00406 HG00406 China CHS 1 SH002 father 0 0
HG00407 HG00407 0.00176887 HG00407 HG00407 China CHS 2 SH002 mother 0 0
HG00408 HG00408 0.00176887 HG00408 HG00408 China CHS 0 SH002 child HG00406 HG00407
HG00418 HG00418 0.00206368 HG00418 HG00418 China CHS 1 SH006 father 0 0
HG00419 HG00419 0.00324292 HG00419 HG00419 China CHS 2 SH006 mother 0 0
HG00420 HG00420 0.00235849 HG00420 HG00420 China CHS 1 SH006 child HG00418 HG00419
HG00421 HG00421 0.00383255 HG00421 HG00421 China CHS 1 SH007 father 0 0
HG00422 HG00422 0.000589623 HG00422 HG00422 China CHS 2 SH007 mother 0 0
HG00423 HG00423 0.00235849 HG00423 HG00423 China CHS 0 SH007 child HG00421 HG00422
HG00427 HG00427 0.0026533 HG00427 HG00427 China CHS 1 SH009 father 0 0
HG00428 HG00428 0.000294811 HG00428 HG00428 China CHS 2 SH009 mother 0 0
HG00429 HG00429 0.00206368 HG00429 HG00429 China CHS 1 SH009 child HG00427 HG00428
HG00436 HG00436 0.000589623 HG00436 HG00436 China CHS 1 SH012 father 0 0
HG00437 HG00437 0.00176887 HG00437 HG00437 China CHS 2 SH012 mother 0 0
HG00438 HG00438 0.000589623 HG00438 HG00438 China CHS 0 SH012 child HG00436 HG00437
HG00442 HG00442 0.0026533 HG00442 HG00442 China CHS 1 SH014 father 0 0
HG00443 HG00443 0.000884434 HG00443 HG00443 China CHS 2 SH014 mother 0 0
HG00444 HG00444 0.00235849 HG00444 HG00444 China CHS 1 SH014 child HG00442 HG00443
HG00445 HG00445 0.000884434 HG00445 HG00445 China CHS 1 SH015 father 0 0
HG00446 HG00446 0.0026533 HG00446 HG00446 China CHS 2 SH015 mother 0 0
HG00447 HG00447 0.00147406 HG00447 HG00447 China CHS 0 SH015 child HG00445 HG00446
HG00448 HG00448 0.00294811 HG00448 HG00448 China CHS 1 SH016 father 0 0
HG00449 HG00449 0.000884434 HG00449 HG00449 China CHS 2 SH016 mother 0 0
HG00450 HG00450 0.00235849 HG00450 HG00450 China CHS 0 SH016 child HG00448 HG00449
HG00451 HG00451 0.000884434 HG00451 HG00451 China CHS 1 SH017 father 0 0
HG00452 HG00452 0.000589623 HG00452 HG00452 China CHS 2 SH017 mother 0 0
HG00453 HG00453 0.00206368 HG00453 HG00453 China CHS 0 SH017 child HG00451 HG00452
HG00457 HG00457 0.00206368 HG00457 HG00457 China CHS 1 SH019 father 0 0
HG00458 HG00458 0.000884434 HG00458 HG00458 China CHS 2 SH019 mother 0 0
HG00459 HG00459 0.000884434 HG00459 HG00459 China CHS 1 SH019 child HG00457 HG00458
HG00463 HG00463 0.0026533 HG00463 HG00463 China CHS 1 SH021 father 0 0
HG00464 HG00464 0.00117925 HG00464 HG00464 China CHS 2 SH021 mother 0 0
HG00465 HG00465 0.00147406 HG00465 HG00465 China CHS 1 SH021 child HG00463 HG00464
HG00472 HG00472 0.00117925 HG00472 HG00472 China CHS 1 SH024 father 0 0
HG00473 HG00473 0.00294811 HG00473 HG00473 China CHS 2 SH024 mother 0 0
HG00474 HG00474 0.00176887 HG00474 HG00474 China CHS 1 SH024 child HG00472 HG00473
HG00475 HG00475 0.00235849 HG00475 HG00475 China CHS 1 SH025 father 0 0
HG00476 HG00476 0.000884434 HG00476 HG00476 China CHS 2 SH025 mother 0 0
HG00477 HG00477 0.00206368 HG00477 HG00477 China CHS 1 SH025 child HG00475 HG00476
HG00478 HG00478 0.000294811 HG00478 HG00478 China CHS 1 SH026 father 0 0
HG00479 HG00479 0.00383255 HG00479 HG00479 China CHS 2 SH026 mother 0 0
HG00480 HG00480 0.000589623 HG00480 HG00480 China CHS 1 SH026 child HG00478 HG00479
HG00500 HG00500 0.000884434 HG00500 HG00500 China CHS 1 SH028 father 0 0
HG00501 HG00501 0.00117925 HG00501 HG00501 China CHS 2 SH028 mother 0 0
HG00502 HG00502 0.00117925 HG00502 HG00502 China CHS 1 SH028 child HG00500 HG00501
HG00512 HG00512 0.0026533 HG00512 HG00512 China CHS 1 SH032 father 0 0
HG00513 HG00513 0.00294811 HG00513 HG00513 China CHS 2 SH032 mother 0 0
HG00514 HG00514 0.00206368 HG00514 HG00514 China CHS 0 SH032 child HG00512 HG00513
HG00524 HG00524 0.00147406 HG00524 HG00524 China CHS 1 SH036 father 0 0
HG00525 HG00525 0.000589623 HG00525 HG00525 China CHS 2 SH036 mother 0 0
HG00526 HG00526 0.00176887 HG00526 HG00526 China CHS 1 SH036 child HG00524 HG00525
HG00530 HG00530 0.00206368 HG00530 HG00530 China CHS 1 SH038 father 0 0
HG00531 HG00531 0.00176887 HG00531 HG00531 China CHS 2 SH038 mother 0 0
HG00532 HG00532 0.00235849 HG00532 HG00532 China CHS 1 SH038 child HG00530 HG00531
HG00533 HG00533 0.00353774 HG00533 HG00533 China CHS 1 SH039 father 0 0
HG00534 HG00534 0.00147406 HG00534 HG00534 China CHS 2 SH039 mother 0 0
HG00535 HG00535 0.000884434 HG00535 HG00535 China CHS 1 SH039 child HG00533 HG00534
HG00536 HG00536 0.00324292 HG00536 HG00536 China CHS 1 SH040 father 0 0
HG00537 HG00537 0.00206368 HG00537 HG00537 China CHS 2 SH040 mother 0 0
HG00538 HG00538 0.00206368 HG00538 HG00538 China CHS 1 SH040 child HG00536 HG00537
HG00542 HG00542 0.00176887 HG00542 HG00542 China CHS 1 SH042 father 0 0
HG00543 HG00543 0.00147406 HG00543 HG00543 China CHS 2 SH042 mother 0 0
HG00544 HG00544 0.00294811 HG00544 HG00544 China CHS 0 SH042 child HG00542 HG00543
HG00551 HG00551 0.00206368 HG00551 HG00551 Puerto-Rico PUR 0 PR01 mother 0 0
HG00552 HG00552 0.00678066 HG00552 HG00552 Puerto-Rico PUR 1 PR01 child HG01075 HG00551
HG00553 HG00553 0.00147406 HG00553 HG00553 Puerto-Rico PUR 1 PR02 father 0 0
HG00554 HG00554 0.0026533 HG00554 HG00554 Puerto-Rico PUR 2 PR02 mother 0 0
HG00555 HG00555 0.0026533 HG00555 HG00555 Puerto-Rico PUR 0 PR02 child HG00553 HG00554
HG00556 HG00556 0.00235849 HG00556 HG00556 China CHS 1 SH045 father 0 0
HG00557 HG00557 0.00294811 HG00557 HG00557 China CHS 2 SH045 mother 0 0
HG00558 HG00558 0.0026533 HG00558 HG00558 China CHS 0 SH045 child HG00556 HG00557
HG00559 HG00559 0.00147406 HG00559 HG00559 China CHS 1 SH046 father 0 0
HG00560 HG00560 0.000589623 HG00560 HG00560 China CHS 2 SH046 mother 0 0
HG00561 HG00561 0.00294811 HG00561 HG00561 China CHS 0 SH046 child HG00559 HG00560
HG00565 HG00565 0.000589623 HG00565 HG00565 China CHS 1 SH048 father 0 0
HG00566 HG00566 0.00235849 HG00566 HG00566 China CHS 2 SH048 mother 0 0
HG00567 HG00567 0.000294811 HG00567 HG00567 China CHS 1 SH048 child HG00565 HG00566
HG00577 HG00577 0.00235849 HG00577 HG00577 China CHS 1 SH052 father 0 0
HG00578 HG00578 0.00176887 HG00578 HG00578 China CHS 2 SH052 mother 0 0
HG00579 HG00579 0.000589623 HG00579 HG00579 China CHS 0 SH052 child HG00577 HG00578
HG00580 HG00580 0.00117925 HG00580 HG00580 China CHS 1 SH053 father 0 0
HG00581 HG00581 0.0026533 HG00581 HG00581 China CHS 2 SH053 mother 0 0
HG00582 HG00582 0.00235849 HG00582 HG00582 China CHS 0 SH053 child HG00580 HG00581
HG00583 HG00583 0.00147406 HG00583 HG00583 China CHS 1 SH054 father 0 0
HG00584 HG00584 0.000589623 HG00584 HG00584 China CHS 2 SH054 mother 0 0
HG00585 HG00585 0.00235849 HG00585 HG00585 China CHS 0 SH054 child HG00583 HG00584
HG00589 HG00589 0.00176887 HG00589 HG00589 China CHS 1 SH056 father 0 0
HG00590 HG00590 0.00235849 HG00590 HG00590 China CHS 2 SH056 mother 0 0
HG00591 HG00591 0.00206368 HG00591 HG00591 China CHS 1 SH056 child HG00589 HG00590
HG00592 HG00592 0.00147406 HG00592 HG00592 China CHS 1 SH057 father 0 0
HG00593 HG00593 0.0026533 HG00593 HG00593 China CHS 2 SH057 mother 0 0
HG00594 HG00594 0.00324292 HG00594 HG00594 China CHS 1 SH057 child HG00592 HG00593
HG00595 HG00595 0.0053066 HG00595 HG00595 China CHS 1 SH058 father 0 0
HG00596 HG00596 0.00176887 HG00596 HG00596 China CHS 2 SH058 mother 0 0
HG00597 HG00597 0.00206368 HG00597 HG00597 China CHS 0 SH058 child HG00595 HG00596
HG00607 HG00607 0.00825472 HG00607 HG00607 China CHS 1 SH062 father 0 0
HG00608 HG00608 0.00117925 HG00608 HG00608 China CHS 2 SH062 mother 0 0
HG00609 HG00609 0.00324292 HG00609 HG00609 China CHS 1 SH062 child HG00607 HG00608
HG00610 HG00610 0.000589623 HG00610 HG00610 China CHS 1 SH063 father 0 0
HG00611 HG00611 0.00147406 HG00611 HG00611 China CHS 2 SH063 mother 0 0
HG00612 HG00612 0.00235849 HG00612 HG00612 China CHS 0 SH063 child HG00610 HG00611
HG00613 HG00613 0.00206368 HG00613 HG00613 China CHS 1 SH064 father 0 0
HG00614 HG00614 0.00235849 HG00614 HG00614 China CHS 2 SH064 mother 0 0
HG00615 HG00615 0.00147406 HG00615 HG00615 China CHS 0 SH064 child HG00613 HG00614
HG00619 HG00619 0.000589623 HG00619 HG00619 China CHS 1 SH066 father 0 0
HG00620 HG00620 0.0026533 HG00620 HG00620 China CHS 2 SH066 mother 0 0
HG00621 HG00621 0.00235849 HG00621 HG00621 China CHS 1 SH066 child HG00619 HG00620
HG00625 HG00625 0.000884434 HG00625 HG00625 China CHS 1 SH068 father 0 0
HG00626 HG00626 0.000294811 HG00626 HG00626 China CHS 2 SH068 mother 0 0
HG00627 HG00627 0.00117925 HG00627 HG00627 China CHS 1 SH068 child HG00625 HG00626
HG00628 HG00628 0.00117925 HG00628 HG00628 China CHS 1 SH069 father 0 0
HG00629 HG00629 0.00147406 HG00629 HG00629 China CHS 2 SH069 mother 0 0
HG00630 HG00630 0.00147406 HG00630 HG00630 China CHS 1 SH069 child HG00628 HG00629
HG00634 HG00634 0.00206368 HG00634 HG00634 China CHS 1 SH071 father 0 0
HG00635 HG00635 0.000294811 HG00635 HG00635 China CHS 2 SH071 mother 0 0
HG00636 HG00636 0.00294811 HG00636 HG00636 China CHS 1 SH071 child HG00634 HG00635
HG00637 HG00637 0.00324292 HG00637 HG00637 Puerto-Rico PUR 1 PR03 father 0 0
HG00638 HG00638 0.00117925 HG00638 HG00638 Puerto-Rico PUR 2 PR03 mother 0 0
HG00639 HG00639 0.0026533 HG00639 HG00639 Puerto-Rico PUR 0 PR03 child HG00637 HG00638
HG00640 HG00640 0.00117925 HG00640 HG00640 Puerto-Rico PUR 1 PR04 father 0 0
HG00641 HG00641 0.000884434 HG00641 HG00641 Puerto-Rico PUR 2 PR04 mother 0 0
HG00642 HG00642 0.00147406 HG00642 HG00642 Puerto-Rico PUR 1 PR04 child HG00640 HG00641
HG00650 HG00650 0.00117925 HG00650 HG00650 China CHS 1 SH072 father 0 0
HG00651 HG00651 0.00147406 HG00651 HG00651 China CHS 2 SH072 mother 0 0
HG00652 HG00652 0.00117925 HG00652 HG00652 China CHS 0 SH072 child HG00650 HG00651
HG00653 HG00653 0.00117925 HG00653 HG00653 China CHS 1 SH073 father 0 0
HG00654 HG00654 0.00294811 HG00654 HG00654 China CHS 2 SH073 mother 0 0
HG00655 HG00655 0.00235849 HG00655 HG00655 China CHS 0 SH073 child HG00653 HG00654
HG00656 HG00656 0.00235849 HG00656 HG00656 China CHS 1 SH074 father 0 0
HG00657 HG00657 0.00294811 HG00657 HG00657 China CHS 2 SH074 mother 0 0
HG00658 HG00658 0.0026533 HG00658 HG00658 China CHS 1 SH074 child HG00656 HG00657
HG00662 HG00662 0.000884434 HG00662 HG00662 China CHS 1 SH076 father 0 0
HG00663 HG00663 0.000884434 HG00663 HG00663 China CHS 2 SH076 mother 0 0
HG00664 HG00664 0.000884434 HG00664 HG00664 China CHS 1 SH076 child HG00662 HG00663
HG00671 HG00671 0.0053066 HG00671 HG00671 China CHS 1 SH079 father 0 0
HG00672 HG00672 0.0026533 HG00672 HG00672 China CHS 2 SH079 mother 0 0
HG00673 HG00673 0.000884434 HG00673 HG00673 China CHS 1 SH079 child HG00671 HG00672
HG00683 HG00683 0.00176887 HG00683 HG00683 China CHS 1 SH083 father 0 0
HG00684 HG00684 0.00206368 HG00684 HG00684 China CHS 2 SH083 mother 0 0
HG00685 HG00685 0.00147406 HG00685 HG00685 China CHS 1 SH083 child HG00683 HG00684
HG00689 HG00689 0.00235849 HG00689 HG00689 China CHS 1 SH085 father 0 0
HG00690 HG00690 0.00206368 HG00690 HG00690 China CHS 2 SH085 mother 0 0
HG00691 HG00691 0.00501179 HG00691 HG00691 China CHS 1 SH085 child HG00689 HG00690
HG00692 HG00692 0.00206368 HG00692 HG00692 China CHS 1 SH086 father 0 0
HG00693 HG00693 0.00324292 HG00693 HG00693 China CHS 2 SH086 mother 0 0
HG00694 HG00694 0.00117925 HG00694 HG00694 China CHS 1 SH086 child HG00692 HG00693
HG00698 HG00698 0.00147406 HG00698 HG00698 China CHS 1 SH088 father 0 0
HG00699 HG00699 0.00235849 HG00699 HG00699 China CHS 2 SH088 mother 0 0
HG00700 HG00700 0.00235849 HG00700 HG00700 China CHS 0 SH088 child HG00698 HG00699
HG00701 HG00701 0.00117925 HG00701 HG00701 China CHS 1 SH089 father 0 0
HG00702 HG00702 0.00176887 HG00702 HG00702 China CHS 2 SH089 mother 0 0
HG00703 HG00703 0.00235849 HG00703 HG00703 China CHS 1 SH089 child HG00701 HG00702
HG00704 HG00704 0.00737028 HG00704 HG00704 China CHS 1 SH090 father 0 0
HG00705 HG00705 0.00176887 HG00705 HG00705 China CHS 2 SH090 mother 0 0
HG00706 HG00706 0.00117925 HG00706 HG00706 China CHS 1 SH090 child HG00704 HG00705
HG00707 HG00707 0.0224057 HG00707 HG00707 China CHS 1 SH091 father 0 0
HG00708 HG00708 0.000884434 HG00708 HG00708 China CHS 2 SH091 mother 0 0
HG00709 HG00709 0.0053066 HG00709 HG00709 China CHS 1 SH091 child HG00707 HG00708
HG00731 HG00731 0.000884434 HG00731 HG00731 Puerto-Rico PUR 1 PR05 father 0 0
HG00732 HG00732 0.000589623 HG00732 HG00732 Puerto-Rico PUR 2 PR05 mother 0 0
HG00733 HG00733 0.00294811 HG00733 HG00733 Puerto-Rico PUR 0 PR05 child HG00731 HG00732
HG00734 HG00734 0.000884434 HG00734 HG00734 Puerto-Rico PUR 2 PR06 mother 0 0
HG00735 HG00735 0.00235849 HG00735 HG00735 Puerto-Rico PUR 0 PR06 child HG01047 HG00734
HG00736 HG00736 0.00147406 HG00736 HG00736 Puerto-Rico PUR 1 PR07 father 0 0
HG00737 HG00737 0.00206368 HG00737 HG00737 Puerto-Rico PUR 2 PR07 mother 0 0
HG00738 HG00738 0.00235849 HG00738 HG00738 Puerto-Rico PUR 1 PR07 child HG00736 HG00737
HG00739 HG00739 0.000884434 HG00739 HG00739 Puerto-Rico PUR 1 PR09 father 0 0
HG00740 HG00740 0.00176887 HG00740 HG00740 Puerto-Rico PUR 2 PR09 mother 0 0
HG00741 HG00741 0.000884434 HG00741 HG00741 Puerto-Rico PUR 0 PR09 child HG00739 HG00740
HG00759 HG00759 0.00235849 HG00759 HG00759 China CDX 0 0 0 0 0
HG00766 HG00766 0.00206368 HG00766 HG00766 China CDX 0 0 0 0 0
HG00844 HG00844 0.00324292 HG00844 HG00844 China CDX 1 0 0 0 0
HG00851 HG00851 0.00324292 HG00851 HG00851 China CDX 0 0 0 0 0
HG00864 HG00864 0.00383255 HG00864 HG00864 China CDX 0 0 0 0 0
HG00866 HG00866 0.00294811 HG00866 HG00866 China CDX 1 0 0 0 0
HG00867 HG00867 0.00324292 HG00867 HG00867 China CDX 0 0 0 0 0
HG00879 HG00879 0.00294811 HG00879 HG00879 China CDX 0 0 0 0 0
HG00881 HG00881 0.00501179 HG00881 HG00881 China CDX 1 0 0 0 0
HG00956 HG00956 0.00294811 HG00956 HG00956 China CDX 0 0 0 0 0
HG00978 HG00978 0.00353774 HG00978 HG00978 China CDX 0 0 0 0 0
HG00982 HG00982 0.0026533 HG00982 HG00982 China CDX 1 0 0 0 0
HG00983 HG00983 0.00176887 HG00983 HG00983 China CDX 1 0 0 0 0
HG01028 HG01028 0.00206368 HG01028 HG01028 China CDX 1 0 0 0 0
HG01029 HG01029 0.0026533 HG01029 HG01029 China CDX 0 0 0 0 0
HG01031 HG01031 0.00294811 HG01031 HG01031 China CDX 1 0 0 0 0
HG01046 HG01046 0.00147406 HG01046 HG01046 China CDX 0 0 0 0 0
HG01047 HG01047 0.00206368 HG01047 HG01047 Puerto-Rico PUR 1 PR06 father 0 0
HG01048 HG01048 0.000589623 HG01048 HG01048 Puerto-Rico PUR 1 PR08 father 0 0
HG01049 HG01049 0.00176887 HG01049 HG01049 Puerto-Rico PUR 0 PR08 mother 0 0
HG01050 HG01050 0.000294811 HG01050 HG01050 Puerto-Rico PUR 0 PR08 child HG01048 HG01049
HG01051 HG01051 0.00147406 HG01051 HG01051 Puerto-Rico PUR 1 PR11 father 0 0
HG01052 HG01052 0.000294811 HG01052 HG01052 Puerto-Rico PUR 2 PR11 mother 0 0
HG01053 HG01053 0.00206368 HG01053 HG01053 Puerto-Rico PUR 0 PR11 child HG01051 HG01052
HG01054 HG01054 0.00294811 HG01054 HG01054 Puerto-Rico PUR 1 PR12 father 0 0
HG01055 HG01055 0.00147406 HG01055 HG01055 Puerto-Rico PUR 2 PR12 mother 0 0
HG01056 HG01056 0.00117925 HG01056 HG01056 Puerto-Rico PUR 1 PR12 child HG01054 HG01055
HG01060 HG01060 0.00206368 HG01060 HG01060 Puerto-Rico PUR 1 PR14 father 0 0
HG01061 HG01061 0.00206368 HG01061 HG01061 Puerto-Rico PUR 2 PR14 mother 0 0
HG01062 HG01062 0.00206368 HG01062 HG01062 Puerto-Rico PUR 0 PR14 child HG01060 HG01061
HG01066 HG01066 0.000294811 HG01066 HG01066 Puerto-Rico PUR 1 PR16 father 0 0
HG01067 HG01067 0.00147406 HG01067 HG01067 Puerto-Rico PUR 2 PR16 mother 0 0
HG01068 HG01068 0.00147406 HG01068 HG01068 Puerto-Rico PUR 0 PR16 child HG01066 HG01067
HG01069 HG01069 0.00442217 HG01069 HG01069 Puerto-Rico PUR 1 PR17 father 0 0
HG01070 HG01070 0.00353774 HG01070 HG01070 Puerto-Rico PUR 2 PR17 mother 0 0
HG01071 HG01071 0.000884434 HG01071 HG01071 Puerto-Rico PUR 0 PR17 child HG01069 HG01070
HG01072 HG01072 0.00972877 HG01072 HG01072 Puerto-Rico PUR 1 PR18 father 0 0
HG01073 HG01073 0.00206368 HG01073 HG01073 Puerto-Rico PUR 2 PR18 mother 0 0
HG01074 HG01074 0.00294811 HG01074 HG01074 Puerto-Rico PUR 1 PR18 child HG01072 HG01073
HG01075 HG01075 0.000294811 HG01075 HG01075 Puerto-Rico PUR 1 PR01 father 0 0
HG01079 HG01079 0.000294811 HG01079 HG01079 Puerto-Rico PUR 1 PR21 father 0 0
HG01080 HG01080 0.00117925 HG01080 HG01080 Puerto-Rico PUR 2 PR21 mother 0 0
HG01081 HG01081 0.00353774 HG01081 HG01081 Puerto-Rico PUR 0 PR21 child HG01079 HG01080
HG01082 HG01082 0.0026533 HG01082 HG01082 Puerto-Rico PUR 1 PR28 father 0 0
HG01083 HG01083 0.00147406 HG01083 HG01083 Puerto-Rico PUR 2 PR28 mother 0 0
HG01084 HG01084 0.000884434 HG01084 HG01084 Puerto-Rico PUR 0 PR28 child HG01082 HG01083
HG01085 HG01085 0.00147406 HG01085 HG01085 Puerto-Rico PUR 1 PR26 father 0 0
HG01086 HG01086 0.00117925 HG01086 HG01086 Puerto-Rico PUR 0 PR26 mother 0 0
HG01087 HG01087 0.00147406 HG01087 HG01087 Puerto-Rico PUR 0 PR26 child HG01085 HG01086
HG01094 HG01094 0.00176887 HG01094 HG01094 Puerto-Rico PUR 1 PR29 father 0 0
HG01095 HG01095 0.00176887 HG01095 HG01095 Puerto-Rico PUR 2 PR29 mother 0 0
HG01096 HG01096 0.00442217 HG01096 HG01096 Puerto-Rico PUR 1 PR29 child HG01094 HG01095
HG01097 HG01097 0.00353774 HG01097 HG01097 Puerto-Rico PUR 1 PR31 father 0 0
HG01098 HG01098 0.00176887 HG01098 HG01098 Puerto-Rico PUR 2 PR31 mother 0 0
HG01099 HG01099 0.00294811 HG01099 HG01099 Puerto-Rico PUR 1 PR31 child HG01097 HG01098
HG01100 HG01100 0.00206368 HG01100 HG01100 Puerto-Rico PUR 0 PR32 child HG01247 HG01248
HG01101 HG01101 0.00884434 HG01101 HG01101 Puerto-Rico PUR 1 PR19 father 0 0
HG01102 HG01102 0.000294811 HG01102 HG01102 Puerto-Rico PUR 2 PR19 mother 0 0
HG01103 HG01103 0.00412736 HG01103 HG01103 Puerto-Rico PUR 0 PR19 child HG01101 HG01102
HG01104 HG01104 0.00117925 HG01104 HG01104 Puerto-Rico PUR 1 PR25 father 0 0
HG01105 HG01105 0.00294811 HG01105 HG01105 Puerto-Rico PUR 2 PR25 mother 0 0
HG01106 HG01106 0.00117925 HG01106 HG01106 Puerto-Rico PUR 1 PR25 child HG01104 HG01105
HG01107 HG01107 0.00294811 HG01107 HG01107 Puerto-Rico PUR 1 PR33 father 0 0
HG01108 HG01108 0.000884434 HG01108 HG01108 Puerto-Rico PUR 2 PR33 mother 0 0
HG01109 HG01109 0.00117925 HG01109 HG01109 Puerto-Rico PUR 1 PR33 child HG01107 HG01108
HG01110 HG01110 0.00117925 HG01110 HG01110 Puerto-Rico PUR 1 PR34 father 0 0
HG01111 HG01111 0.000294811 HG01111 HG01111 Puerto-Rico PUR 0 PR34 mother 0 0
HG01112 HG01112 0.000884434 HG01112 HG01112 Colombia CLM 1 CLM03 father 0 0
HG01113 HG01113 0.000589623 HG01113 HG01113 Colombia CLM 2 CLM03 mother 0 0
HG01114 HG01114 0.00117925 HG01114 HG01114 Colombia CLM 0 CLM03 child HG01112 HG01113
HG01124 HG01124 0.000294811 HG01124 HG01124 Colombia CLM 1 CLM04 father 0 0
HG01125 HG01125 0.00353774 HG01125 HG01125 Colombia CLM 2 CLM04 mother 0 0
HG01126 HG01126 0.000589623 HG01126 HG01126 Colombia CLM 1 CLM04 child HG01124 HG01125
HG01133 HG01133 0.00176887 HG01133 HG01133 Colombia CLM 1 CLM07 father 0 0
HG01134 HG01134 0.000589623 HG01134 HG01134 Colombia CLM 2 CLM07 mother 0 0
